PLAYER_NAME,TEAM_ABBREVIATION,PLAYER_ID,AVG_DIST_DEF_OFF_RATIO,AVG_DIST_MILES_DEF_MIN,ContestedDREB%,DREBChances,AVGDREBDistance,DFGA,cluster
Aaron Gordon,DEN,203932,0.9125560538116592,0.0343170320404721,27.3,5.0,6.6,2.9,1
Aaron Wiggins,OKC,1630598,0.8798842257597685,0.038849840255591,27.0,5.1,6.4,2.6,1
Adem Bona,PHI,1641737,0.8962655601659751,0.0369230769230769,27.4,5.2,4.5,2.8,1
Alec Burks,MIA,202692,0.8888888888888888,0.0349397590361445,24.1,4.6,6.4,1.3,1
Alex Ducas,OKC,1642505,0.7857142857142856,0.0343749999999999,38.5,2.3,8.2,0.4,1
Alex Len,LAL,203458,0.8933333333333334,0.0372222222222222,38.9,2.8,4.8,1.5,1
Amen Thompson,HOU,1641708,0.894607843137255,0.0367758186397984,20.7,8.5,6.2,3.1,1
Andrew Wiggins,MIA,203952,0.8683812405446294,0.0344951923076923,29.8,5.6,6.7,2.7,1
Ariel Hukporti,NYK,1630574,0.901098901098901,0.0377880184331797,29.7,3.0,4.4,2.4,1
Ausar Thompson,DET,1641709,0.961995249406176,0.0386450381679389,26.8,4.8,6.5,1.5,1
Bilal Coulibaly,WAS,1641731,0.903061224489796,0.0370292887029288,22.9,5.8,7.5,3.2,1
Bol Bol,PHX,1629626,0.8715083798882682,0.0366197183098591,21.7,4.2,5.8,1.4,1
Branden Carlson,OKC,1642382,0.8360655737704918,0.0366906474820143,32.0,3.5,5.3,1.3,1
Brandin Podziemski,GSW,1641764,0.8344370860927153,0.0367883211678832,18.4,6.2,6.2,1.8,1
Brandon Clarke,MEM,1629634,0.9226190476190476,0.0385252692626346,25.0,6.2,5.7,2.8,1
Bronny James,LAL,1642355,0.7666666666666666,0.034074074074074,40.0,2.6,5.0,0.7,1
Bruno Fernando,TOR,1628981,0.9285714285714286,0.0353741496598639,23.3,3.8,4.6,1.5,1
Caris LeVert,ATL,1627747,0.8704379562043796,0.0363013698630137,26.9,4.7,7.1,2.3,1
Charles Bassey,SAS,1629646,0.8741721854304635,0.0363636363636363,26.3,5.1,3.8,3.0,1
Chris Boucher,TOR,1628449,0.9224137931034484,0.0372389791183294,26.0,5.1,5.5,1.7,1
Chris Livingston,MIL,1641753,0.96875,0.0397435897435897,25.0,2.3,4.0,0.9,1
Christian Koloko,LAL,1631132,0.8939393939393941,0.0371069182389937,34.0,3.0,5.4,2.2,1
Colin Castleton,TOR,1630658,0.9223300970873786,0.0365384615384615,27.5,5.2,6.0,2.4,1
DaQuan Jeffries,CHA,1629610,0.8867313915857605,0.0359108781127129,29.0,3.6,8.1,1.6,1
Damion Lee,PHX,1627814,0.7916666666666666,0.0348623853211009,25.0,2.1,6.7,0.5,1
Daniel Theis,NOP,1628464,0.9008264462809916,0.0351046698872785,30.8,5.5,4.5,2.9,1
Dario Šarić,DEN,203967,0.9855072463768116,0.0334975369458128,52.9,4.7,5.4,2.9,1
David Roddy,HOU,1631223,0.8571428571428571,0.0368,22.7,4.7,5.7,1.9,1
Day'Ron Sharpe,BKN,1630549,0.8607242339832868,0.0357638888888888,31.6,6.6,3.9,3.1,1
De'Andre Hunter,CLE,1629631,0.8628099173553718,0.034569536423841,29.1,6.2,6.6,2.3,1
DeAndre Jordan,DEN,201599,0.8823529411764707,0.0291519434628975,27.0,5.0,5.0,1.5,1
Dean Wade,CLE,1629731,0.8859649122807016,0.0371323529411764,32.1,6.4,5.5,2.9,1
Desmond Bane,MEM,1630217,0.8573232323232324,0.0362713675213675,20.7,8.6,6.5,2.3,1
Devin Vassell,SAS,1630170,0.8518518518518517,0.0351351351351351,29.0,6.0,6.5,2.8,1
Dillon Jones,OKC,1641794,0.838150289017341,0.0355392156862745,23.1,3.5,5.4,0.7,1
Dorian Finney-Smith,LAL,1627827,0.8929824561403509,0.0354951185495118,34.6,5.5,6.3,3.5,1
Drew Eubanks,LAC,1629234,0.8546099290780143,0.0359701492537313,30.2,5.4,4.4,2.7,1
Drew Peterson,BOS,1641809,0.8412698412698413,0.0350993377483443,28.0,3.0,6.3,0.5,1
Duop Reath,POR,1641871,0.9407894736842106,0.0369509043927648,41.9,3.3,5.4,1.8,1
Dwight Powell,DAL,203939,0.9301075268817204,0.0386160714285714,33.9,3.3,5.5,1.8,1
Dyson Daniels,ATL,1630700,0.9098805646036916,0.038090909090909,21.1,6.7,6.2,3.9,1
Georges Niang,ATL,1627777,0.8942148760330579,0.0364309764309764,28.5,6.0,6.4,2.4,1
Gui Santos,GSW,1630611,0.8461538461538461,0.0380622837370242,28.0,4.0,5.7,1.6,1
Harrison Barnes,SAS,203084,0.8592964824120605,0.0360189573459715,28.2,4.5,7.5,2.4,1
Herbert Jones,NOP,1630529,0.942084942084942,0.0376543209876543,26.8,5.6,8.0,3.1,1
Hunter Tyson,DEN,1641816,0.8831168831168831,0.0385269121813031,34.7,2.5,6.5,0.9,1
Isaac Jones,SAC,1642403,0.9333333333333336,0.0381322957198443,42.9,3.1,3.8,1.6,1
Jabari Walker,POR,1631133,0.902542372881356,0.035738255033557,33.1,4.2,4.4,1.6,1
Jacob Toppin,ATL,1631210,0.7391304347826088,0.0346938775510204,33.3,1.3,4.3,0.1,1
Jaden McDaniels,MIN,1630183,0.938643702906351,0.0376511226252158,28.2,7.1,6.1,3.8,1
Jaden Springer,UTA,1630531,0.974025974025974,0.0367647058823529,39.1,2.2,7.0,0.3,1
Jae'Sean Tate,HOU,1630256,0.8888888888888888,0.0365714285714285,25.8,3.0,6.2,1.1,1
Jaime Jaquez Jr.,MIA,1631170,0.8464285714285713,0.037708830548926,24.5,5.4,5.8,2.2,1
Jalen Smith,CHI,1630188,0.9011299435028248,0.037222870478413,35.9,6.8,4.3,3.2,1
Jalen Wilson,BKN,1630592,0.849604221635884,0.0363841807909604,26.1,4.6,7.5,2.0,1
Jarace Walker,IND,1641716,0.9018087855297156,0.0363920750782064,21.0,4.5,5.8,1.3,1
Jared McCain,PHI,1642272,0.8117647058823529,0.0349662162162162,25.6,4.2,7.1,2.7,1
Jarred Vanderbilt,LAL,1629020,0.949685534591195,0.0388174807197943,22.4,5.1,5.7,2.0,1
