PLAYER_NAME,TEAM_ABBREVIATION,PLAYER_ID,AVG_DIST_DEF_OFF_RATIO,AVG_DIST_MILES_DEF_MIN,ContestedDREB%,DREBChances,AVGDREBDistance,DFGA,cluster
AJ Green,MIL,1631260,0.8383333333333333,0.0362914862914862,11.3,4.0,8.2,1.9,2
Adam Flagler,OKC,1641745,0.8333333333333334,0.0338345864661654,9.1,1.7,10.8,0.3,2
Alex Ducas,OKC,1642505,0.7857142857142856,0.0343749999999999,38.5,2.3,8.2,0.4,2
Anfernee Simons,POR,1629014,0.8432671081677705,0.0348858447488584,16.4,4.6,9.6,2.4,2
Anthony Black,ORL,1641710,0.8851132686084143,0.034796437659033,12.7,3.9,7.5,2.1,2
Anthony Edwards,MIN,1630162,0.8053278688524589,0.031377245508982,20.2,7.5,7.2,2.6,2
Austin Reaves,LAL,1630559,0.7928653624856158,0.0327005220692928,17.9,6.8,9.7,3.2,2
Baylor Scheierman,BOS,1631248,0.857142857142857,0.0345549738219895,20.0,2.6,6.8,0.8,2
Ben Simmons,LAC,1627732,0.845360824742268,0.0326693227091633,20.3,6.1,6.6,1.9,2
Bogdan Bogdanović,LAC,203992,0.8456521739130436,0.0355575868372943,17.1,4.9,7.6,2.4,2
Bones Hyland,MIN,1630538,0.8295454545454545,0.0333333333333333,5.9,1.6,11.4,0.7,2
Bradley Beal,PHX,203078,0.8562197092084007,0.0343042071197411,18.3,4.9,7.9,3.0,2
Brandin Podziemski,GSW,1641764,0.8344370860927153,0.0367883211678832,18.4,6.2,6.2,1.8,2
Brandon Ingram,TOR,1627742,0.7750000000000001,0.0312605042016806,27.7,7.3,6.5,3.5,2
Brandon Miller,CHA,1641706,0.7835051546391752,0.0329004329004329,13.2,6.7,7.5,3.6,2
Brice Sensabaugh,UTA,1641729,0.8807947019867549,0.0348776223776223,16.7,3.9,8.4,1.4,2
Bruce Brown,NOP,1628971,0.8717105263157895,0.035006605019815,19.4,4.5,6.8,1.8,2
Bub Carrington,WAS,1642267,0.8632676709154113,0.0368264953040039,12.6,5.8,7.3,1.7,2
Buddy Hield,GSW,1627741,0.8294036061026352,0.0377287066246056,13.1,4.6,8.2,2.4,2
CJ McCollum,NOP,203468,0.8134517766497461,0.0355321507760532,13.2,4.9,9.0,2.2,2
Cade Cunningham,DET,1630595,0.7811860940695298,0.0334647393780113,23.3,8.0,6.9,3.7,2
Caleb Houstan,ORL,1631216,0.8158995815899581,0.0359778597785977,17.6,2.2,8.8,0.7,2
Caleb Martin,DAL,1628997,0.8451327433628318,0.0367661212704523,17.5,5.1,8.5,3.3,2
Cam Thomas,BKN,1630560,0.8431372549019607,0.0343085106382978,16.7,5.2,7.6,3.3,2
Cam Whitmore,HOU,1641715,0.8545454545454545,0.0332861189801699,25.0,3.8,6.9,1.3,2
Cameron Johnson,BKN,1629661,0.7994542974079127,0.0339513325608342,19.5,6.0,8.1,3.0,2
Cameron Payne,NYK,1626166,0.8144329896907218,0.0338692390139335,11.8,2.5,9.5,0.9,2
Chris Paul,SAS,101108,0.8453757225433526,0.0297861507128309,14.7,6.0,8.8,1.9,2
Coby White,CHI,1629632,0.8617021276595747,0.0348137535816618,17.2,5.8,8.7,2.5,2
Cody Martin,PHX,1628998,0.8501118568232661,0.0367504835589942,22.1,6.4,7.9,3.0,2
Cole Anthony,ORL,1630175,0.8109243697478992,0.0349321266968325,19.3,4.4,7.8,1.5,2
Collin Sexton,UTA,1629012,0.7913322632423757,0.032033788174139,14.1,3.5,12.9,1.5,2
Corey Kispert,WAS,1630557,0.803347280334728,0.0365946632782719,20.1,4.4,7.3,2.1,2
D'Angelo Russell,BKN,1626156,0.8160714285714286,0.0335289801907556,13.5,4.7,7.5,2.5,2
Dalton Knecht,LAL,1642261,0.8348134991119006,0.0346607669616519,16.0,4.2,7.2,1.9,2
Damian Lillard,MIL,203081,0.7940119760479042,0.0322314049586776,16.9,6.9,8.3,2.2,2
Damion Lee,PHX,1627814,0.7916666666666666,0.0348623853211009,25.0,2.1,6.7,0.5,2
Danté Exum,DAL,203957,0.7866666666666666,0.0343023255813953,23.1,2.8,9.5,1.7,2
Darius Garland,CLE,1629636,0.8629130966952263,0.0350397614314115,12.4,3.7,10.3,1.7,2
De'Aaron Fox,SAS,1628368,0.8580931263858093,0.0351020408163265,18.4,5.9,8.6,2.4,2
DeMar DeRozan,SAC,201942,0.8408577878103838,0.0325043630017452,24.4,6.0,8.2,2.8,2
Delon Wright,NYK,1626153,0.850828729281768,0.036235294117647,15.2,2.8,7.8,1.1,2
Dennis Schröder,DET,203471,0.8437086092715232,0.0359480812641083,12.6,4.4,10.2,1.6,2
Derrick White,BOS,1628401,0.8500590318772138,0.0328917313841937,21.7,6.3,7.8,3.8,2
Devin Booker,PHX,1626164,0.7857878475798146,0.0313733552631579,20.4,5.5,9.3,2.7,2
Donovan Mitchell,CLE,1628378,0.8481012658227848,0.0330374753451676,17.5,5.7,8.8,1.4,2
Donte DiVincenzo,MIN,1628978,0.8665511265164644,0.0356125356125356,19.5,5.2,7.6,2.0,2
Duncan Robinson,MIA,1629130,0.7946927374301676,0.0347162904209884,16.5,3.8,9.0,1.9,2
Eric Gordon,PHI,201569,0.8257839721254355,0.0308593749999999,15.8,2.6,10.1,0.8,2
Franz Wagner,ORL,1630532,0.789544235924933,0.0351222420989862,15.0,7.0,8.2,2.1,2
Fred VanVleet,HOU,1627832,0.8,0.0325133689839572,14.0,5.7,9.7,2.2,2
Gabe Vincent,LAL,1629216,0.8590476190476191,0.0352619233776387,18.6,3.0,11.3,1.3,2
Grayson Allen,PHX,1628960,0.8078291814946619,0.0344722854973424,19.1,4.3,8.2,1.8,2
Isaiah Collier,UTA,1642268,0.8098802395209581,0.0339610797237915,11.4,5.1,8.8,1.4,2
Isaiah Joe,OKC,1630198,0.8541666666666667,0.0364174685418208,19.8,4.3,8.5,1.4,2
Isaiah Wong,CHA,1631209,0.8166666666666668,0.0369811320754717,33.3,2.4,11.6,0.8,2
Ja Morant,MEM,1629630,0.8895238095238096,0.0361735089078233,15.1,6.7,7.5,2.1,2
Jaden Hardy,DAL,1630702,0.8712871287128712,0.0361149110807113,19.7,3.1,9.8,1.0,2
Jaden Ivey,DET,1631093,0.8544973544973545,0.0359688195991091,11.9,5.2,10.2,1.9,2
Jalen Brunson,NYK,1628973,0.7309753483386925,0.0315448658649398,13.3,4.4,9.5,2.2,2
Jalen Green,HOU,1630224,0.8041543026706233,0.0340880503144654,21.8,6.5,6.9,2.9,2
Jalen Pickett,DEN,1629618,0.8031914893617021,0.034009009009009,18.9,2.3,9.3,0.7,2
