PLAYER_NAME,TEAM_ABBREVIATION,PLAYER_ID,AVG_DIST_DEF_OFF_RATIO,AVG_DIST_MILES_DEF_MIN,ContestedDREB%,DREBChances,AVGDREBDistance,DFGA,cluster
Aaron Gordon,DEN,203932,0.9125560538116592,0.0343170320404721,27.3,5.0,6.6,2.9,0
Adem Bona,PHI,1641737,0.8962655601659751,0.0369230769230769,27.4,5.2,4.5,2.8,0
Al Horford,BOS,201143,0.8940520446096655,0.0325439783491204,27.9,7.2,6.6,3.5,0
Amen Thompson,HOU,1641708,0.894607843137255,0.0367758186397984,20.7,8.5,6.2,3.1,0
Andre Drummond,PHI,203083,0.9422382671480144,0.0347536617842876,37.3,7.5,4.3,3.3,0
Andrew Wiggins,MIA,203952,0.8683812405446294,0.0344951923076923,29.8,5.6,6.7,2.7,0
Bilal Coulibaly,WAS,1641731,0.903061224489796,0.0370292887029288,22.9,5.8,7.5,3.2,0
Bismack Biyombo,SAS,202687,0.9112903225806452,0.035759493670886,31.7,6.9,5.3,4.1,0
Bobby Portis,MIL,1626171,0.8865096359743041,0.0356896551724137,20.3,9.7,4.9,3.7,0
Brandon Clarke,MEM,1629634,0.9226190476190476,0.0385252692626346,25.0,6.2,5.7,2.8,0
Brandon Ingram,TOR,1627742,0.7750000000000001,0.0312605042016806,27.7,7.3,6.5,3.5,0
Cade Cunningham,DET,1630595,0.7811860940695298,0.0334647393780113,23.3,8.0,6.9,3.7,0
Charles Bassey,SAS,1629646,0.8741721854304635,0.0363636363636363,26.3,5.1,3.8,3.0,0
Clint Capela,ATL,203991,0.9174107142857144,0.0354310344827586,37.2,8.2,5.1,3.8,0
Cody Martin,PHX,1628998,0.8501118568232661,0.0367504835589942,22.1,6.4,7.9,3.0,0
Daniel Theis,NOP,1628464,0.9008264462809916,0.0351046698872785,30.8,5.5,4.5,2.9,0
Dario Šarić,DEN,203967,0.9855072463768116,0.0334975369458128,52.9,4.7,5.4,2.9,0
Day'Ron Sharpe,BKN,1630549,0.8607242339832868,0.0357638888888888,31.6,6.6,3.9,3.1,0
De'Andre Hunter,CLE,1629631,0.8628099173553718,0.034569536423841,29.1,6.2,6.6,2.3,0
DeAndre Jordan,DEN,201599,0.8823529411764707,0.0291519434628975,27.0,5.0,5.0,1.5,0
Dean Wade,CLE,1629731,0.8859649122807016,0.0371323529411764,32.1,6.4,5.5,2.9,0
Dejounte Murray,NOP,1627749,0.8457943925233645,0.0357707509881422,18.0,9.0,6.3,3.8,0
Deni Avdija,POR,1630166,0.8874514877102199,0.0352880658436213,20.9,9.3,4.8,3.8,0
Derrick White,BOS,1628401,0.8500590318772138,0.0328917313841937,21.7,6.3,7.8,3.8,0
Desmond Bane,MEM,1630217,0.8573232323232324,0.0362713675213675,20.7,8.6,6.5,2.3,0
Devin Vassell,SAS,1630170,0.8518518518518517,0.0351351351351351,29.0,6.0,6.5,2.8,0
